id,Blue,Green,Red,NIR,SWIR1,SWIR2,QA_condition,SR,MSI,NDVI,EVI,EVI2,SAVI,NDMI,NBR,BGT,GRN,WET,Year,Month,Day,DOY,YYYY_DOY
LT05_026028_19840418,0.072855,0.09854000000000002,0.11908249999999998,0.19963000000000003,0.21563500000000002,0.15840749999999998,['clear'],0.5965160547011971,1.0801733206431898,0.2527277718947329,0.14723032069970857,0.1355627805588693,0.14757469807777465,-0.03854165412447471,0.11513458785741731,0.34009158575000004,0.03734498050000004,-0.15256204275000002,1984,4,18,109,1984_109
LT05_026027_19840520,0.054815,0.084845,0.10271999999999998,0.21340750000000003,0.251385,0.16027750000000002,['clear'],0.48133266169183353,1.1779576631561683,0.3501356256573694,0.19506261388748894,0.1895417640025879,0.2034378819485927,-0.08170850433257851,0.14217857286217003,0.34118161150000004,0.06283245350000004,-0.18425140925000005,1984,5,20,141,1984_141
LT05_026028_19840621,0.028744999999999993,0.05434749999999999,0.039745,0.3417775,0.18574249999999998,0.06641999999999998,['clear'],0.11628910621676383,0.543460292149132,0.7916505579618504,0.5533108979526036,0.5253961704480105,0.5139389522105222,0.29578973309068857,0.67456929550034,0.31996237774999997,0.22219128775000005,-0.08829499374999997,1984,6,21,173,1984_173
LT05_026028_19840707,0.02495,0.04978250000000001,0.0354275,0.36746249999999997,0.17977500000000002,0.07142500000000002,['clear'],0.09641119842160766,0.489233595264823,0.8241331380773909,0.5959408501312905,0.571493337124528,0.5516203524238833,0.3429726581237578,0.674517957335308,0.3289381082500001,0.24588811475000005,-0.08557829625000002,1984,7,7,189,1984_189
LT05_026027_19840723,0.022722500000000007,0.03443750000000001,0.03372249999999999,0.3094375,0.1632475,0.067795,['clear'],0.10898000403958794,0.5275621086649162,0.8034590278587248,0.5138745092411304,0.4957577884759577,0.49050298875658244,0.3092757333107672,0.6405664941382304,0.2818494045,0.205868539,-0.08506157950000001,1984,7,23,205,1984_205
LT05_026028_19840808,0.022749999999999992,0.0443925,0.032484999999999986,0.2924425,0.14375,0.05948999999999999,['clear'],0.11108166562657612,0.49154962086564025,0.8000477029491195,0.4935673858106557,0.4742342874176385,0.472691539559537,0.3408873375860429,0.661923806411741,0.26755022675,0.19137917125,-0.06779816024999999,1984,8,8,221,1984_221
LT05_026027_19850507,0.03971749999999999,0.0625425,0.07725500000000002,0.18260749999999998,0.2264425,0.14776499999999998,['clear'],0.4230658653122135,1.2400503812822585,0.4054163259416036,0.19534954872265556,0.19252740914877303,0.2079701919755218,-0.10716293851607386,0.10546428652505885,0.286401001,0.06146318449999999,-0.177423327,1985,5,7,127,1985_127
LT05_026027_19850624,0.01942250000000001,0.04392499999999999,0.029872499999999996,0.31942,0.1575275,0.07268999999999998,['clear'],0.09352106943835702,0.49316730323711727,0.8289542432202236,0.53501559975203,0.5203518547006212,0.5113918349685178,0.33943463379093086,0.6292366937849074,0.28806472075,0.21284202475,-0.08194848874999998,1985,6,24,175,1985_175
LT05_026027_19850726,0.01901,0.039855,0.02610499999999999,0.296375,0.156235,0.059819999999999984,['clear'],0.08808097849008853,0.5271530999578238,0.8380984867278591,0.5156131956685973,0.4971755528035867,0.4929056025678436,0.3096263891650648,0.6641165653644774,0.2676091015,0.1994778965,-0.0788841225,1985,7,26,207,1985_207
LT05_026028_19850827,0.017249999999999988,0.03617000000000001,0.027947499999999986,0.26717,0.145235,0.059599999999999986,['clear'],0.1046056817756484,0.5436051951940711,0.8106008623683787,0.4581121503201888,0.4482360422831207,0.45129650649117903,0.2956680932578412,0.6352174312207364,0.24648145100000002,0.17673497850000003,-0.07614703649999999,1985,8,27,239,1985_239
LT05_026028_19850912,0.01634250000000001,0.037599999999999995,0.03168750000000001,0.24555500000000002,0.14562000000000003,0.05822499999999997,['clear'],0.12904440960273666,0.5930239661175705,0.7714095061182898,0.407177038503021,0.40456017493880553,0.41274280549506753,0.2554738927589953,0.6166633748107184,0.23635105875,0.15766845575000005,-0.07759394624999999,1985,9,12,255,1985_255
LT05_026027_19851014,0.022227499999999983,0.04436499999999999,0.04882,0.1580225,0.16553,0.08511999999999997,['clear'],0.3089433466753152,1.047509057254505,0.5279500102735173,0.21258257583057633,0.21409056137102656,0.2317400976879574,-0.023203344124987445,0.29983445921630336,0.21199163850000002,0.07297105725000003,-0.11466044275,1985,10,14,287,1985_287
LT05_026028_19851030,0.02547250000000001,0.03705,0.048242499999999994,0.14078000000000002,0.140945,0.0746425,['clear'],0.3426800681915044,1.001172041483165,0.4895581213876656,0.18668930239783413,0.18410850399741524,0.20145387124513353,-0.0005856775224064983,0.3070129628984902,0.18930176249999997,0.06262733925000002,-0.095830926,1985,10,30,303,1985_303
LT05_026028_19851115,0.031247499999999984,0.041614999999999985,0.046454999999999996,0.1379475,0.13137500000000002,0.07436749999999998,['clear'],0.3367585494481596,0.9523550626144005,0.49615650547037055,0.19345947643248396,0.1830670872819372,0.20052344928605612,0.02440382812427473,0.2994607069684197,0.18671316825,0.05908935975000001,-0.08905107050000001,1985,11,15,319,1985_319
LT05_025028_19860503,0.05132249999999999,0.06853749999999997,0.08938249999999998,0.18544,0.26293500000000003,0.1721025,['clear'],0.48200226488352016,1.4178979723899916,0.34952560288913764,0.17963856289149693,0.17153639609188281,0.18596033285042707,-0.1728352383607472,0.03730325765468442,0.316595176,0.050651708000000024,-0.21133730325,1986,5,3,123,1986_123
LT05_025028_19860519,0.043897500000000006,0.0711775,0.08184750000000002,0.20749499999999999,0.23928500000000003,0.14864500000000003,['clear'],0.3944552880792309,1.1532085110484591,0.43425179501801486,0.22939280442619156,0.2237426180383765,0.23876992560263757,-0.07115358789560866,0.16524400516650742,0.31188487975000007,0.07572384299999997,-0.17943306000000003,1986,5,19,139,1986_139
LT05_026028_19860526,0.040679999999999994,0.06526500000000002,0.07689750000000001,0.21230749999999998,0.21645999999999999,0.1265075,['clear'],0.36219869764374796,1.019558894527984,0.46821458826783763,0.24735266341149753,0.2423468611598215,0.2573665904296095,-0.00968473589999243,0.2532355415197084,0.29656880700000005,0.0873754445,-0.15243921124999998,1986,5,26,146,1986_146
LT05_025028_19860620,0.03036749999999999,0.047032500000000005,0.028882500000000005,0.22427000000000002,0.08726499999999998,0.0416975,['clear'],0.12878450082489856,0.3891068800998795,0.7718173828028561,0.417562913595919,0.3776076695207439,0.3891393177344562,0.4397740221804935,0.6864466523165424,0.207332814,0.13964647100000002,-0.02969572774999998,1986,6,20,171,1986_171
LT05_026028_19860627,0.03042249999999999,0.05140499999999998,0.03685749999999999,0.32992499999999997,0.1600025,0.066475,['clear'],0.11171478366295368,0.48496628021520044,0.7990225815026617,0.5538348005945265,0.5165521230866417,0.5071644270621521,0.34683192921401634,0.6646064581231079,0.30265351475,0.21476287775000005,-0.07413677825000001,1986,6,27,178,1986_178
LT05_025028_19860706,0.01238249999999999,0.0358675,0.0263525,0.2483325,0.11523250000000002,0.053605000000000014,['clear'],0.10611780576444887,0.46402504706391634,0.8081256712234014,0.4224718160216889,0.42311611542885164,0.42981340803036067,0.3660968465061268,0.6449265162492237,0.22291212500000002,0.16430338900000002,-0.05577691750000002,1986,7,6,187,1986_187
LT05_026027_19860729,0.033062499999999995,0.04285249999999999,0.031494999999999995,0.318155,0.16536499999999998,0.058142499999999986,['clear'],0.09899262937876191,0.5197623799720261,0.8198484198484198,0.5691509691509691,0.5141909232907358,0.506078973695051,0.3159952018530775,0.6909758900869658,0.28967360550000004,0.21125492000000007,-0.07788105724999998,1986,7,29,210,1986_210
LT05_026028_19860830,0.023877499999999996,0.03727,0.02849750000000001,0.27135,0.14506999999999998,0.057510000000000006,['clear'],0.10502119034457347,0.5346231803943247,0.8099200426883665,0.48060910169473064,0.4531695980724675,0.4554352548454549,0.3032515249027425,0.6502463054187192,0.25046351425,0.17871229725,-0.07348997824999999,1986,8,30,242,1986_242
LT05_026028_19861001,0.04794000000000001,0.052312499999999984,0.06025999999999998,0.19795249999999998,0.1570875,0.07359749999999998,['clear'],0.30441646354554747,0.7935615867442948,0.5332526504332672,0.28686833963561365,0.25639600425003717,0.27240219595430043,0.1150997070752591,0.4579451298103481,0.24450147299999997,0.09433670925000001,-0.0895457185,1986,10,1,274,1986_274
LT05_026027_19861102,0.031219999999999998,0.045162499999999994,0.04397999999999999,0.12658999999999998,0.14292500000000002,0.07846500000000001,['clear'],0.3474208073307528,1.1290386286436531,0.4843172890895234,0.178605403348554,0.1676146093550905,0.1847905513220096,-0.06060887149138283,0.2346931311111652,0.184846944,0.049702229249999993,-0.10127721025000003,1986,11,2,306,1986_306
LT05_026028_19870427,0.05723499999999998,0.07849250000000002,0.09826499999999999,0.19806250000000003,0.2202825,0.1431175,['clear'],0.49613127169454074,1.112186809719154,0.33678109524090755,0.18366871811482718,0.17399679963400486,0.18798327321359623,-0.053114056580095284,0.16104402368251367,0.3140957725,0.05673702075000003,-0.15763554800000001,1987,4,27,117,1987_117
LT05_026028_19870614,0.020632499999999998,0.04268749999999999,0.029514999999999986,0.31865000000000004,0.17130499999999999,0.06958249999999999,['clear'],0.09262513729797578,0.5375961085830848,0.8304539514310743,0.5390302172731655,0.5202193472982096,0.5113421327218172,0.3007316998499863,0.6415421171591766,0.29074626500000006,0.21300851250000008,-0.08987270174999999,1987,6,14,165,1987_165
